"GEO_ID","NAME","B06009_001E","B06009_001M","B06009_002E","B06009_002M","B06009_003E","B06009_003M","B06009_004E","B06009_004M","B06009_005E","B06009_005M","B06009_006E","B06009_006M","B06009_007E","B06009_007M","B06009_008E","B06009_008M","B06009_009E","B06009_009M","B06009_010E","B06009_010M","B06009_011E","B06009_011M","B06009_012E","B06009_012M","B06009_013E","B06009_013M","B06009_014E","B06009_014M","B06009_015E","B06009_015M","B06009_016E","B06009_016M","B06009_017E","B06009_017M","B06009_018E","B06009_018M","B06009_019E","B06009_019M","B06009_020E","B06009_020M","B06009_021E","B06009_021M","B06009_022E","B06009_022M","B06009_023E","B06009_023M","B06009_024E","B06009_024M","B06009_025E","B06009_025M","B06009_026E","B06009_026M","B06009_027E","B06009_027M","B06009_028E","B06009_028M","B06009_029E","B06009_029M","B06009_030E","B06009_030M",
"0500000US36085","Richmond County, New York","345380","133","39455","3660","103975","5816","84390","4860","66626","3969","50934","4360","203011","6082","13273","1902","64965","4847","55678","4353","39519","2963","29576","3003","16373","2391","1026","691","4049","1397","4329","1127","4301","1256","2668","730","9064","2159","1164","430","3227","1244","2501","947","1302","1361","870","617","116932","6099","23992","3161","31734","4269","21882","2947","21504","2596","17820","3070",
"0500000US36087","Rockland County, New York","207590","852","25583","2764","40291","3259","47777","3188","50450","3226","43489","3322","118960","4741","9984","1690","23140","2328","28601","3162","31260","2635","25975","2784","24451","2904","1148","586","3200","990","5169","1449","7200","1351","7734","1492","4823","1009","426","267","1177","504","1267","601","947","467","1006","624","59356","4605","14025","2644","12774","2316","12740","1852","11043","1945","8774","1660",
"0500000US36089","St. Lawrence County, New York","70893","538","7695","1422","24537","1953","21609","2054","8970","1385","8082","1200","57779","1929","5735","1390","22054","2028","17585","1695","6186","1105","6219","1162","9826","1686","1204","674","1960","620","3405","1005","1842","710","1415","536","609","296","200","145","129","131","210","225","70","108","0","217","2679","951","556","250","394","271","409","361","872","544","448","297",
"0500000US36091","Saratoga County, New York","174096","1045","8513","1780","43640","3454","44187","3058","44617","3443","33139","2380","127368","3166","6368","1536","35830","3178","34025","2715","29331","2844","21814","2235","35150","2902","868","784","5670","1291","8487","1568","12588","1917","7537","1160","2011","780","286","340","376","387","642","444","329","284","378","277","9567","1308","991","459","1764","849","1033","447","2369","664","3410","897",
"0500000US36093","Schenectady County, New York","111014","1048","8525","1753","29118","2541","31132","3091","22866","2076","19373","2157","77503","2825","4279","1146","20291","2409","23922","2642","16298","1918","12713","1887","16445","1924","585","386","2449","779","5131","1317","4321","1224","3959","871","1934","752","661","526","520","408","168","156","232","251","353","211","15132","2524","3000","1117","5858","1999","1911","713","2015","669","2348","874",
"0500000US36101","Steuben County, New York","66171","267","5440","963","24026","1774","20453","1488","8761","1211","7491","1170","49360","1564","3639","747","19795","1641","15804","1266","6079","1124","4043","776","13243","1390","1371","496","3636","850","4136","799","2028","527","2072","674","812","680","0","217","348","480","247","192","191","247","26","40","2756","586","430","265","247","144","266","142","463","430","1350","488",
"0500000US36103","Suffolk County, New York","1075415","198","99809","6179","269667","9599","272586","8959","234511","7694","198842","7874","740019","10266","34992","3693","188270","8317","201512","8482","173755","6955","141490","6380","83643","5207","2744","945","15230","2250","21917","2774","21597","2162","22155","2626","19478","2981","3712","1114","4252","1029","4961","1597","3841","1220","2712","898","232275","9658","58361","5816","61915","4796","44196","4318","35318","3262","32485","3767",
"0500000US36105","Sullivan County, New York","57705","826","7261","1657","17162","1926","16540","2050","9937","1541","6805","1349","38174","1972","4587","1359","12017","1986","11673","1847","5361","1097","4536","1212","9050","1498","630","345","1760","667","2747","806","2391","1031","1522","566","1328","623","76","86","250","336","368","225","429","395","205","220","9153","1462","1968","956","3135","931","1752","1002","1756","675","542","306",
"0500000US36109","Tompkins County, New York","61939","848","2057","649","10239","1752","12241","1688","15161","1690","22241","2137","31771","1944","1524","634","7840","1409","8810","1643","6681","1157","6916","1197","18750","2084","296","268","1949","753","2318","606","5509","1164","8678","1348","824","406","0","217","85","103","104","131","508","367","127","211","10594","1729","237","205","365","256","1009","562","2463","840","6520","1608",
"0500000US36111","Ulster County, New York","134886","1021","11565","1758","35891","2720","34742","2597","30049","2625","22639","2233","86458","3009","6840","1204","25359","2311","23346","2243","17558","2139","13355","1631","31659","2832","775","429","7549","1259","7669","1482","9129","1641","6537","1476","2394","966","1151","906","219","206","371","301","453","341","200","170","14375","2025","2799","946","2764","877","3356","1209","2909","1063","2547","813",
"0500000US36113","Warren County, New York","49668","431","3017","752","14931","1410","15159","1696","8919","1273","7642","1195","37756","1556","2343","687","11527","1460","11839","1516","5871","929","6176","1245","9847","1336","528","301","3010","931","2635","700","2705","793","969","405","434","257","3","3","111","132","115","142","146","180","59","100","1631","654","143","124","283","174","570","357","197","228","438","292",
"0500000US36117","Wayne County, New York","66071","635","5362","1124","20909","2095","21491","1900","11509","1552","6800","1275","53900","1277","3547","936","17939","1962","17760","1882","9450","1543","5204","1189","9153","1290","1451","619","2261","680","2625","828","1747","486","1069","489","448","175","0","217","113","152","254","15","33","56","48","80","2570","863","364","287","596","191","852","555","279","231","479","407",
"0500000US36119","Westchester County, New York","696693","237","73194","6101","119195","6418","138484","6784","186166","7240","179654","6334","353903","9207","16807","2385","61449","5329","79731","5315","100544","5442","95372","5285","96475","5624","3093","848","9094","2401","12288","2165","35179","3328","36821","3003","16171","2321","3918","1362","2092","590","4275","1568","2620","764","3266","815","230144","8228","49376","5151","46560","4533","42190","4289","47823","4336","44195","4076",
"0500000US37001","Alamance County, North Carolina","119350","911","15107","1931","32433","3830","40475","3897","20481","2238","10854","1665","63873","3734","6605","1586","21014","3379","21974","2834","9787","1588","4493","935","41125","3743","2460","928","8876","1877","14979","2992","9383","1696","5427","1317","1638","798","241","345","295","301","576","383","318","255","208","319","12714","1617","5801","1037","2248","884","2946","1057","993","584","726","404",
"0500000US37019","Brunswick County, North Carolina","123427","1221","6372","1491","28151","2780","45647","3309","25367","2467","17890","2359","43848","3092","3530","1151","12236","1813","17331","2318","7653","1526","3098","1044","75340","3179","2496","865","14520","2124","26909","2766","17083","2195","14332","2143","1467","839","140","209","342","404","477","492","412","419","96","115","2772","1021","206","157","1053","541","930","686","219","169","364","257",
"0500000US37021","Buncombe County, North Carolina","202603","1587","15249","2892","47319","3968","46927","4337","55802","4482","37306","3180","80153","5176","8130","2082","28053","3203","20081","2839","16088","2655","7801","1728","104918","5090","4901","2454","15217","2194","22050","2579","36180","3882","26570","2618","2476","927","0","221","445","327","829","552","581","535","621","460","15056","3650","2218","1370","3604","1493","3967","1592","2953","1093","2314","829",
"0500000US37023","Burke County, North Carolina","65981","816","7171","1713","24660","2457","19837","2401","8384","1639","5929","1551","42035","2676","4800","1468","16981","2165","12609","1873","4871","1258","2774","871","19631","2680","1233","675","6429","1792","6586","1568","2492","721","2891","1276","571","379","25","51","317","290","36","63","193","189","0","221","3744","821","1113","691","933","471","606","481","828","559","264","304",
"0500000US37025","Cabarrus County, North Carolina","157997","763","7501","1768","45054","3960","41760","3180","41591","3735","22091","3541","68711","4709","3847","1039","24467","3595","21098","2752","13293","2465","6006","1657","67295","4701","2168","921","16917","2787","17952","2225","19445","2736","10813","2436","2806","1553","87","149","1019","797","348","283","1109","943","243","261","19185","2040","1399","908","2651","1034","2362","914","7744","1735","5029","1586",
"0500000US37027","Caldwell County, North Carolina","58333","723","11081","1974","17222","1980","17729","2171","9083","1743","3218","912","39316","2101","7329","1722","13032","1877","12386","1906","5210","1488","1359","705","16525","2116","2750","995","3617","1055","4888","1042","3745","1174","1525","530","611","528","0","221","464","489","147","234","0","221","0","221","1881","1061","1002","952","109","138","308","383","128","177","334","244",
"0500000US37031","Carteret County, North Carolina","53751","411","4485","974","12284","1492","17771","1716","13591","1612","5620","966","25648","1813","2765","888","6674","1084","8722","1266","5266","890","2221","531","24632","1859","1318","488","4824","927","7959","1347","7361","1447","3170","684","1504","648","193","202","274","263","474","270","448","352","115","138","1967","806","209","223","512","336","616","489","516","461","114","111",
"0500000US37035","Catawba County, North Carolina","115082","1188","12403","1677","34196","3648","38643","2912","22157","2314","7683","1566","62588","3666","5903","1151","18494","2880","23860","2448","11292","1864","3039","881","41727","3494","2665","855","11984","2371","13405","2179","9708","1760","3965","1134","539","435","211","343","312","282","0","221","0","221","16","30","10228","1640","3624","1221","3406","1324","1378","686","1157","570","663","455",
"0500000US37037","Chatham County, North Carolina","58580","1159","5709","1539","9484","1715","15111","2163","13036","1756","15240","1922","22570","2489","2319","1156","6161","1363","7513","1789","3504","896","3073","969","29087","2199","303","270","2623","769","6845","1465","8409","1637","10907","1575","551","352","67","124","0","221","132","183","173","163","179","241","6372","1016","3020","952","700","638","621","484","950","522","1081","548",
"0500000US37045","Cleveland County, North Carolina","69440","792","8153","1931","23118","2296","23783","2605","9246","1841","5140","1314","47625","2466","6120","1871","16216","2079","16199","2329","5900","1364","3190","948","18710","2407","1303","668","5825","1359","6648","1558","3200","993","1734","675","908","490","0","221","494","485","227","158","136","175","51","91","2197","614","730","455","583","372","709","329","10","20","165","222",
"0500000US37049","Craven County, North Carolina","69000","904","5737","1392","17430","2140","25873","2736","12232","1758","7728","1505","26114","2486","2535","989","8150","1431","10168","1771","3274","863","1987","784","38760","2253","2211","754","8420","1713","14798","2338","8230","1483","5101","1184","1444","809","0","221","184","194","723","578","430","539","107","134","2682","800","991","581","676","404","184","124","298","209","533","440",
